db_id,question,ground_truth,predicted,exact_match,bleu,complexity,errors
pets_1,Find the last name of the student who has a cat that is age 3.,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT lname FROM Student WHERE age = 3 AND StuID = 1,False,0.024474609463900163,complex,"['select_error', 'from_error', 'where_error']"
pets_1,What is the last name of the student who has a cat that is 3 years old?,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT lname FROM Student WHERE age = 3 AND StuID = 1,False,0.024474609463900163,complex,"['select_error', 'from_error', 'where_error']"
pets_1,Find the average age of students who do not have any pet .,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM Student WHERE StuID NOT IN ( SELECT StuID FROM Has_Pilot ),False,0.8843946454355334,complex,"['from_error', 'where_error']"
pets_1,What is the average age for all students who do not own any pets ?,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM Student WHERE StuID NOT IN ( SELECT StuID FROM Has_piad),False,0.8843946454355334,complex,"['from_error', 'where_error']"
car_1,How many continents are there?,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,False,0.8668778997501817,medium,"['select_error', 'from_error']"
car_1,What is the number of continents?,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,False,0.8668778997501817,medium,"['select_error', 'from_error']"
car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T1.country, T1.Country_name, count(*) FROM continents AS T1 JOIN countries AS T2 ON T1.country_id = T2.country_id GROUP BY T1.country_id",False,0.5842826969463971,complex,"['select_error', 'from_error', 'group by_error']"
car_1,"For each continent, list its id, name, and how many countries it has?","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T1. continent, T1.country, count(*) FROM continents AS T1 JOIN country AS T2 ON T1.country_id = T2.country_id GROUP BY T1.country_id",False,0.44130156394078607,complex,"['select_error', 'from_error', 'group by_error']"
car_1,How many countries are listed?,SELECT count(*) FROM COUNTRIES;,SELECT count(*) FROM countries,False,0.8668778997501817,medium,"['select_error', 'from_error']"
car_1,How many countries exist?,SELECT count(*) FROM COUNTRIES;,SELECT count(*) FROM countries,False,0.8668778997501817,medium,"['select_error', 'from_error']"
car_1,"How many models does each car maker produce? List maker full name, id and the number.","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.Fname, T1.Fname, count(*) FROM Car_Makers AS T1 JOIN Cars AS T2 ON T1.Machine_id = T2.machine_id GROUP BY T1.machine_id",False,0.46100720018382324,complex,"['select_error', 'from_error', 'group by_error']"
car_1,"What is the full name of each car maker, along with its id and how many models it produces?","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.Fname, T1.Fname, count(*) FROM Car_Makers AS T1 JOIN Model_Model AS T2 ON T1.Machine_id = T2.machine_id GROUP BY T1.manufacturer_id",False,0.46100720018382324,complex,"['select_error', 'from_error', 'group by_error']"
car_1,Which model of the car has the minimum horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM cars_data ORDER BY horsepower LIMIT 1,False,0.021743389868048763,medium,"['select_error', 'from_error', 'order by_error', 'limit_error']"
car_1,What is the model of the car with the smallest amount of horsepower?,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM cars_data ORDER BY horsepower LIMIT 1,False,0.021743389868048763,medium,"['select_error', 'from_error', 'order by_error', 'limit_error']"
car_1,Find the model of the car whose weight is below the average weight.,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM cars WHERE weight  (SELECT avg(weight) FROM cars),False,0.21519138932399784,complex,"['select_error', 'from_error', 'where_error']"
car_1,What is the model for the car with a weight smaller than the average?,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM cars_data WHERE weight  (SELECT avg(weight) FROM cars),False,0.228564473267841,complex,"['select_error', 'from_error', 'where_error']"
car_1,Find the name of the makers that produced some cars in the year of 1970?,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT T1.machine_name FROM manufacturers AS T1 JOIN car_makers AS T2 ON T1.machine_id = T2.machine_id WHERE T2.year = 1970,False,0.039345058134760844,complex,"['select_error', 'from_error', 'where_error']"
